year,S&P 100,S&P 500,S&P 600,Dow Jones,Nasdaq,Russell 2000,Barron's 400,Wilshire 5000
2013,1.003439002678022,1.0039958506384832,1.0074912116493269,1.0017796111866841,1.0081417109762534,1.0072836543902246,1.007430891259206,1.0045496252111692
2014,1.0016445677575325,1.0008542919659555,0.9957142597419378,1.0011843410996983,1.0019749204807205,0.9953337854768712,0.9979915189910864,1.000199155890431
2015,0.9936873483853199,0.9935262338244666,0.992144142007741,0.9926929475382885,0.9938095774139607,0.9899822722692818,0.9907868161215216,0.9933614421717344
2016,1.0044811582655209,1.0044563444724883,1.006422733426548,1.0036375288910828,1.008659382469797,1.007486773386063,1.0059320087381585,1.00465507312386
2017,1.0031445396058378,1.0029913314198435,1.004217492472196,1.0037187247376729,1.0043391795156453,1.0040056334179919,1.0037280463217253,1.0033438026238033
2018,1.0061897812306462,1.0053594962481447,1.0033014296889493,1.0066583126724509,1.0053174075513271,1.0024678187312792,1.0029596597478738,1.0049418943741806
2019,1.00066138830265,1.0005221188410087,0.9994380819500374,1.0006346233794063,0.9993575477715656,0.9977055254528097,0.9981052855644307,1.0001904287502947
