year,Date,S&P 100,S&P 500,S&P 600,Dow Jones,Nasdaq,Russell 2000,Barron's 400,Wilshire 5000
39,4-Oct-2013,0.9964167695186527,0.999261120141865,1.00275300440151,0.9878321483998155,1.0069177250838932,1.0037795920647186,1.0098083210462208,1.0005501742501468
40,11-Oct-2013,1.0092167126170404,1.0075125702454895,1.0118366541724206,1.0109158485143221,0.995829558138008,1.0056202179457454,1.0011003893685457,1.0064474156877499
41,18-Oct-2013,1.0243886344740212,1.024248473461719,1.0280431533112366,1.0106673772126078,1.032282224865304,1.0280915974214018,1.0279022575462924,1.0246852028180826
42,25-Oct-2013,1.0091727754087167,1.0087532244196045,1.0059108006448145,1.0110801219508236,1.007429207925851,1.003202454317931,1.0037426996791974,1.0079385671632293
43,1-Nov-2013,1.0029106506836198,1.0010626388675794,0.9846028154851684,1.002907462165099,0.9945934431550758,0.9797288838814673,0.9905347264904732,0.9989855622211181
44,8-Nov-2013,1.0068990975165795,1.0050918462341907,1.0098295780940831,1.0093643835791888,0.9992835361189585,1.0039245393229712,1.0052122114668651,1.003506741911531
45,15-Nov-2013,1.0139944123484572,1.0155709049423647,1.0127678402123759,1.012683846621384,1.0170288551577733,1.0147549478622144,1.0207407407407407,1.0160083038190184
46,22-Nov-2013,1.0035531729210823,1.003659255469419,1.0111714410534858,1.006457332239047,1.0014249981811203,1.0078122200322523,1.004475084663764,1.002736260988324
47,29-Nov-2013,1.0017516615938877,1.000581794809282,1.0135322799654363,1.0013470469854222,1.0170956872471284,1.0159744692955943,1.0075657234597633,1.0017786985660109
48,6-Dec-2013,0.9992435140631976,0.9996012869570996,0.9889320240541981,0.9958841034139998,1.0006478008024848,0.9899290395401132,0.9912761168761328,0.9992680816025183
49,13-Dec-2013,0.9823890784982935,0.9835077475361339,0.9802949598201914,0.9834683711813835,0.9848517668836092,0.9784952889391715,0.9835238803271112,0.9838929211147575
50,20-Dec-2013,1.0229673050684724,1.0242153527251425,1.0323973742893935,1.0295632724355392,1.025933646256667,1.0356081477801364,1.0296226684916954,1.02457697543114
51,27-Dec-2013,1.014214439202707,1.0126986047483653,1.011651785035214,1.01586016765776,1.0126317379419891,1.0127521871483771,1.012202623067918,1.0127379958527456
91,3-Oct-2014,0.9926800338887319,0.992460347479638,0.9885962868018332,0.9939543567373627,0.9918952880973542,0.9869654168118429,0.9864243863209895,0.9916663203467436
92,10-Oct-2014,0.9710845841346428,0.9686112099192032,0.9600666341877387,0.9726279550068225,0.9554519820717576,0.9534551116099715,0.9532581477958733,0.9664147278222327
93,17-Oct-2014,0.9854457673197713,0.9898380488214339,1.0225732525781634,0.9901058383351166,0.9958374646886049,1.027541487866935,1.0101407074059745,0.9946407162717139
94,24-Oct-2014,1.0385164220990797,1.041245309419322,1.0337927612095599,1.025945626513622,1.052902001671974,1.0337143015531307,1.0418287741649366,1.0405504591861596
95,31-Oct-2014,1.0257176554108984,1.0272170133056429,1.0521833384948902,1.0348167643633805,1.0327897370933063,1.0488818576714753,1.039143222011532,1.0283496261652758
96,7-Nov-2014,1.0064524051395976,1.0068729714328188,0.9993524650478292,1.0105465506494342,1.0003865472904978,0.9998380925599271,1.003351643236198,1.0063761344097955
97,14-Nov-2014,1.005834266889981,1.003887948344423,1.000441787176391,1.0034602391155536,1.0120905854900022,1.000417618382027,1.0039899786582536,1.0035979669629091
98,21-Nov-2014,1.0087668030391583,1.0116088674490886,0.9970560527555347,1.0099417399973007,1.005210577279921,0.9988158219814111,1.0028650646950092,1.0105658418099421
99,28-Nov-2014,1.0015960121559282,1.0019675308941118,0.999202787291839,1.0010207714067219,1.016690112604154,1.0006908786953481,0.9948760482904802,1.001970567350573
100,5-Dec-2014,1.0037326464681742,1.0037773994466908,1.008687686534086,1.0073226521518668,0.9977314609016139,1.0078415996863361,1.0025936973155232,1.0032509472555369
101,12-Dec-2014,0.9632690342082944,0.9648062755074999,0.9729017137835066,0.9622491270291595,0.9734017185552089,0.9746369763960657,0.9650571909011956,0.9655551963402397
102,19-Dec-2014,1.0331308980900349,1.0341202499088562,1.0320385426076482,1.0303208815780258,1.0240201134605467,1.0377633542744091,1.0337188373607016,1.0337096103041505
103,26-Dec-2014,1.0079215060695126,1.0087508753290029,1.0209780008169458,1.0139799379942487,1.0087044474942186,1.0160958560486972,1.011947320651268,1.0099821710168793
143,2-Oct-2015,1.0121727902335955,1.0103658599728687,0.9876295502888952,1.0096661470933828,1.00454070201643,0.9922781642159263,0.9975657728184456,1.007425889710602
144,9-Oct-2015,1.0331450705695433,1.0325567809117744,1.0505445491621734,1.0371604086115114,1.0260611158550315,1.0459914551394822,1.0402139538515598,1.0339521246977237
145,16-Oct-2015,1.0116630184655104,1.0090426772677417,0.9973246481330696,1.007695869177248,1.0116386190163689,0.9973827830026774,0.997185001688999,1.0070331925831613
146,23-Oct-2015,1.0271625760063912,1.0206776809911908,1.0070416375087474,1.0250192118132175,1.0297072251360329,1.003226333766379,1.0108024691358024,1.018521172939363
147,30-Oct-2015,1.0011018450503393,1.0020287690046503,0.9979876945349259,1.0009542860704834,1.0043502800157398,0.9963981270260535,0.9985291379631352,1.0015167284298683
148,6-Nov-2015,1.011686125558409,1.0095413973530316,1.027605315074852,1.01397171801349,1.0184753895622063,1.0326115022463982,1.02224459734109,1.009607582987949
149,13-Nov-2015,0.9751805198545175,0.963719512195122,0.9540648512824856,0.9628655641744178,0.9574053062683598,0.9556574286309647,0.9504778928936233,0.9633697364052606
150,20-Nov-2015,1.0204418680958112,1.032688429294527,1.0296515499001258,1.0335495475853047,1.0359261995016111,1.0249443984126294,1.0274040952618548,1.031054228144109
151,27-Nov-2015,0.9984351386402855,1.000449939449638,1.0195576887151705,0.9985794283040494,1.0044271016979698,1.0231715100199974,1.0161383715934773,1.0026609326578275
152,4-Dec-2015,1.0024046461198244,1.0007559410748716,0.9870754052149402,1.002760908369193,1.0028766343183448,0.9842146409620919,0.9887318247826327,0.9983002411976778
153,11-Dec-2015,0.9622176767298157,0.9620785106779685,0.9510944840289578,0.967367095799274,0.9593953643040913,0.9494760858543179,0.9517736298059046,0.9608334023199983
154,18-Dec-2015,0.9972843326024774,0.9966109612049474,0.9948955080470813,0.9920846604240551,0.9978939772614407,0.9976949297354065,0.9932804625542055,0.9967738953193165
