Date,S&P 100,S&P 500,S&P 600,Dow Jones,Nasdaq,Russell 2000,Barron's 400,Wilshire 5000
20-Sep-2019,1321.7,2992.07,962.11,26935.07,8117.67,1559.76,684.22,30617.84
27-Sep-2019,1308.66,2961.79,946.31,26820.25,7939.63,1520.48,674.65,30255.51
4-Oct-2019,1306.99,2952.01,930.46,26573.72,7982.46,1500.7,670.4,30142.7
11-Oct-2019,1315.77,2970.27,935.6,26816.59,8057.04,1511.9,675.17,30334.12
18-Oct-2019,1321.61,2986.2,950.37,26770.2,8089.54,1535.48,681.99,30506.23
25-Oct-2019,1340.72,3022.55,968.12,26958.06,8243.12,1558.71,689.31,30914.35
1-Nov-2019,1363.03,3066.91,980.42,27347.36,8386.4,1589.33,697.46,31358.21
8-Nov-2019,1379.11,3093.08,988.56,27681.24,8475.31,1598.86,703.76,31610.74
15-Nov-2019,1388.81,3120.46,982.71,28004.89,8540.83,1596.45,707.7,31862.01
22-Nov-2019,1384.81,3110.29,972.13,27875.62,8519.89,1588.94,704.08,31771.69
29-Nov-2019,1398.63,3140.98,993.51,28051.41,8665.47,1624.5,714.94,32119.7
6-Dec-2019,1402.31,3145.91,1002.13,28015.06,8656.53,1633.84,715.82,32159.23
13-Dec-2019,1413.62,3168.8,1002.79,28135.38,8734.88,1637.98,721.96,32358.41
20-Dec-2019,1435.65,3221.22,1022.88,28455.09,8924.96,1671.9,733.91,32917.23
27-Dec-2019,1447.47,3240.02,1018.87,28645.26,9006.62,1669.03,733.86,33090.43
